epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,401.377,1.07556,1.09361,1.06301,0.51468,0.62096,0.54059,0.37109,1.0489,1.29654,1.08345,0.00129293,0.00129293,0.00129293
36,412.312,1.03299,1.06569,1.05717,0.51422,0.60088,0.5424,0.37219,1.02989,1.42647,1.08291,0.00128192,0.00128192,0.00128192
37,423.347,1.05978,1.05364,1.06422,0.58959,0.57447,0.59132,0.40548,1.00998,1.2057,1.07772,0.00127092,0.00127092,0.00127092
38,434.709,1.06946,1.05365,1.06458,0.54278,0.60335,0.55057,0.37507,1.04582,1.3958,1.07835,0.00125992,0.00125992,0.00125992
39,445.81,1.0372,1.0505,1.04942,0.52034,0.58353,0.53587,0.36898,1.03348,1.29736,1.08035,0.00124892,0.00124892,0.00124892
40,456.717,1.06706,1.03589,1.06263,0.5652,0.56777,0.55013,0.37239,1.03668,1.30262,1.07699,0.00123791,0.00123791,0.00123791
41,467.718,1.05826,1.0527,1.0619,0.55504,0.57087,0.54783,0.37162,1.01077,1.34022,1.07633,0.00122691,0.00122691,0.00122691
42,479.182,1.04496,1.0368,1.05083,0.49541,0.633,0.58241,0.4096,0.98932,1.35536,1.05334,0.00121591,0.00121591,0.00121591
43,490.687,1.03505,1.02302,1.05159,0.59855,0.61003,0.60253,0.42024,0.99335,1.15688,1.06064,0.00120491,0.00120491,0.00120491
44,501.733,1.03194,1.01425,1.04992,0.55069,0.58538,0.55488,0.39337,0.98786,1.23761,1.05249,0.00119391,0.00119391,0.00119391
45,512.465,1.06014,1.03276,1.05705,0.51482,0.62282,0.57817,0.41031,0.99877,1.21782,1.06291,0.0011829,0.0011829,0.0011829
46,523.624,1.05684,1.03492,1.05492,0.56817,0.64508,0.59714,0.41131,1.00909,1.1898,1.06774,0.0011719,0.0011719,0.0011719
47,534.723,1.04263,1.01764,1.0452,0.60795,0.57268,0.58435,0.40259,1.00758,1.20146,1.06286,0.0011609,0.0011609,0.0011609
48,545.478,1.0326,1.00124,1.05098,0.52424,0.61316,0.56583,0.38836,1.02993,1.21631,1.07046,0.0011499,0.0011499,0.0011499
49,556.631,1.03643,1.01434,1.04186,0.56474,0.61618,0.57464,0.40039,1.02222,1.18326,1.07361,0.00113889,0.00113889,0.00113889
50,567.697,1.00481,0.98764,1.04147,0.49459,0.60635,0.54762,0.38084,1.03667,1.26073,1.08858,0.00112789,0.00112789,0.00112789
51,578.878,1.04061,0.98218,1.04726,0.50788,0.61789,0.56047,0.38146,1.01116,1.25146,1.08177,0.00111689,0.00111689,0.00111689
52,589.76,1.01876,0.99428,1.03783,0.54509,0.6102,0.57145,0.39782,1.02666,1.27191,1.07972,0.00110589,0.00110589,0.00110589
53,600.733,1.01802,0.99416,1.04301,0.51273,0.598,0.56995,0.41041,0.97895,1.22434,1.05197,0.00109489,0.00109489,0.00109489
54,611.787,1.01408,0.96628,1.0363,0.57398,0.61651,0.60414,0.42254,1.02809,1.20135,1.08879,0.00108388,0.00108388,0.00108388
55,622.858,1.00408,0.98561,1.03497,0.59073,0.5983,0.59655,0.41669,1.00505,1.26016,1.0688,0.00107288,0.00107288,0.00107288
56,633.478,1.0223,0.96452,1.02573,0.53417,0.57882,0.57842,0.40712,1.00748,1.17867,1.06092,0.00106188,0.00106188,0.00106188
57,644.403,0.99853,0.96394,1.02704,0.53111,0.59775,0.57793,0.4144,0.9907,1.24839,1.05982,0.00105088,0.00105088,0.00105088
58,655.637,1.01148,0.95192,1.03554,0.54083,0.62254,0.56245,0.39209,0.99307,1.17403,1.05049,0.00103987,0.00103987,0.00103987
59,666.615,0.99962,0.94622,1.03441,0.56898,0.55428,0.56302,0.38435,1.0457,1.35708,1.08999,0.00102887,0.00102887,0.00102887
60,677.599,0.98573,0.93422,1.02345,0.56125,0.61453,0.6065,0.43129,0.98596,1.27022,1.05345,0.00101787,0.00101787,0.00101787
61,689.027,0.99366,0.92828,1.0288,0.48574,0.6385,0.54768,0.39377,1.00084,1.24479,1.06003,0.00100687,0.00100687,0.00100687
62,700.001,0.96389,0.91444,1.02253,0.5286,0.61893,0.58084,0.39878,1.00282,1.19117,1.07303,0.000995866,0.000995866,0.000995866
63,711.214,0.97612,0.93066,1.02323,0.54812,0.5892,0.53835,0.37662,1.02173,1.29781,1.07232,0.000984864,0.000984864,0.000984864
64,721.961,0.98916,0.91644,1.02091,0.57409,0.55245,0.54462,0.37759,1.03867,1.38053,1.09536,0.000973861,0.000973861,0.000973861
65,732.895,0.98137,0.90026,1.01922,0.57433,0.61167,0.59849,0.41259,1.00307,1.16731,1.06881,0.000962859,0.000962859,0.000962859
66,744.079,0.99261,0.90478,1.02003,0.51474,0.61237,0.5844,0.41182,0.98699,1.21582,1.06813,0.000951857,0.000951857,0.000951857
67,755.075,0.96123,0.87894,1.01624,0.5474,0.60038,0.56951,0.39222,1.01876,1.25632,1.09009,0.000940855,0.000940855,0.000940855
68,765.721,0.98243,0.89573,1.02424,0.52988,0.63466,0.57727,0.40341,1.0207,1.17811,1.07576,0.000929853,0.000929853,0.000929853
69,776.938,0.96364,0.86905,1.01559,0.53287,0.60072,0.56016,0.39605,1.00796,1.32394,1.07901,0.00091885,0.00091885,0.00091885
70,788.042,0.97145,0.87695,1.01821,0.56373,0.61936,0.58324,0.40779,1.00605,1.26383,1.0708,0.000907848,0.000907848,0.000907848
71,799.247,0.96252,0.88954,1.02054,0.5152,0.60042,0.53715,0.37178,1.03445,1.27918,1.09287,0.000896846,0.000896846,0.000896846
72,811.375,0.96135,0.86917,1.01216,0.59347,0.59833,0.59912,0.41463,1.01678,1.20991,1.07659,0.000885844,0.000885844,0.000885844
73,823.284,0.95772,0.85536,1.01549,0.52718,0.50366,0.49991,0.34643,1.04958,1.52354,1.08972,0.000874842,0.000874842,0.000874842
74,835.86,0.97552,0.86581,1.01612,0.561,0.59509,0.58895,0.4176,1.00654,1.19671,1.06508,0.000863839,0.000863839,0.000863839
75,850.027,0.96103,0.83809,1.00993,0.56464,0.62409,0.59064,0.41848,0.99198,1.21201,1.05917,0.000852837,0.000852837,0.000852837
76,861.899,0.94965,0.8209,1.0097,0.47877,0.58396,0.50755,0.35082,1.06438,1.35679,1.10919,0.000841835,0.000841835,0.000841835
77,873.614,0.9484,0.84892,1.00423,0.49548,0.55165,0.5025,0.35156,1.02938,1.42876,1.09145,0.000830833,0.000830833,0.000830833
78,885.429,0.9592,0.84428,1.00423,0.54983,0.64277,0.60703,0.42553,0.99835,1.17833,1.06086,0.000819831,0.000819831,0.000819831
79,896.294,0.942,0.81283,0.99826,0.57134,0.59805,0.58452,0.41432,0.99258,1.23707,1.06494,0.000808828,0.000808828,0.000808828
80,907.226,0.9457,0.84079,1.00777,0.52961,0.57067,0.54079,0.37404,1.01713,1.35016,1.08003,0.000797826,0.000797826,0.000797826
81,917.924,0.95374,0.83933,1.00285,0.56932,0.60524,0.60593,0.41736,1.0283,1.25954,1.08261,0.000786824,0.000786824,0.000786824
82,929.035,0.94424,0.8249,1.00065,0.52893,0.63349,0.59887,0.4166,1.00465,1.27156,1.07193,0.000775822,0.000775822,0.000775822
83,940.262,0.93537,0.82326,0.9959,0.54977,0.61114,0.57626,0.41634,0.9955,1.20878,1.06109,0.00076482,0.00076482,0.00076482
84,951.345,0.92683,0.8082,0.99877,0.56338,0.57408,0.58795,0.40974,1.01153,1.22802,1.07614,0.000753817,0.000753817,0.000753817
85,962.393,0.92377,0.8128,1.00164,0.52945,0.66922,0.60403,0.42661,0.99517,1.16161,1.06833,0.000742815,0.000742815,0.000742815
86,973.88,0.93051,0.80079,0.9985,0.59144,0.56438,0.57241,0.3888,1.06241,1.26279,1.1101,0.000731813,0.000731813,0.000731813
87,984.876,0.93249,0.81221,0.99758,0.6069,0.58428,0.58198,0.40714,0.99806,1.22513,1.06098,0.000720811,0.000720811,0.000720811
88,996.016,0.92043,0.77496,1.00125,0.54512,0.6111,0.58412,0.41136,0.99362,1.25332,1.06618,0.000709809,0.000709809,0.000709809
89,1006.81,0.91622,0.79755,0.98231,0.5658,0.58487,0.58766,0.41913,0.99872,1.29595,1.06795,0.000698806,0.000698806,0.000698806
90,1017.74,0.91985,0.78012,0.99158,0.56288,0.59186,0.57685,0.40097,1.02593,1.22132,1.08505,0.000687804,0.000687804,0.000687804
