epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,111.895,1.17065,1.40987,1.08495,0.4835,0.5762,0.48149,0.3353,1.10828,1.45447,1.10953,0.00151297,0.00151297,0.00151297
16,119.249,1.12069,1.37423,1.06931,0.45177,0.5119,0.43754,0.28984,1.12557,1.54197,1.09526,0.00150197,0.00150197,0.00150197
17,126.598,1.06379,1.31125,1.03788,0.34881,0.56624,0.38341,0.27272,1.02761,1.84273,1.08723,0.00149096,0.00149096,0.00149096
18,134.104,1.11961,1.37733,1.07194,0.38868,0.55514,0.44126,0.30166,1.09579,1.55455,1.0996,0.00147996,0.00147996,0.00147996
19,141.468,1.11013,1.32759,1.06516,0.42166,0.52151,0.44507,0.32709,1.05451,1.67327,1.06903,0.00146896,0.00146896,0.00146896
20,148.76,1.10118,1.33673,1.06776,0.39522,0.49548,0.42358,0.31074,1.06954,1.67105,1.08248,0.00145796,0.00145796,0.00145796
21,156.103,1.07976,1.32453,1.05438,0.50525,0.47865,0.46149,0.32751,1.063,1.70877,1.07974,0.00144696,0.00144696,0.00144696
22,163.466,1.04556,1.27598,1.0461,0.42876,0.54181,0.46711,0.34397,1.02584,1.56298,1.06433,0.00143595,0.00143595,0.00143595
23,170.924,1.04893,1.2486,1.05564,0.44567,0.55102,0.47312,0.3326,1.03997,1.58005,1.07173,0.00142495,0.00142495,0.00142495
24,178.214,1.04292,1.24731,1.03748,0.36373,0.58697,0.48871,0.36236,1.0012,1.59325,1.04448,0.00141395,0.00141395,0.00141395
25,185.638,1.04905,1.22286,1.03219,0.47908,0.53881,0.48261,0.3434,1.04471,1.47308,1.10447,0.00140295,0.00140295,0.00140295
26,192.922,1.057,1.2305,1.04485,0.48099,0.55817,0.49678,0.3623,0.99291,1.44132,1.04193,0.00139195,0.00139195,0.00139195
27,200.343,1.06336,1.23869,1.03854,0.50839,0.43884,0.44059,0.31409,1.0139,1.56395,1.05447,0.00138094,0.00138094,0.00138094
28,207.488,1.00882,1.21262,1.03299,0.47744,0.61149,0.49715,0.35858,1.04008,1.59629,1.05612,0.00136994,0.00136994,0.00136994
29,214.909,1.04529,1.2096,1.02413,0.48009,0.5213,0.49806,0.35752,1.03735,1.49224,1.06688,0.00135894,0.00135894,0.00135894
30,222.281,1.00621,1.18372,1.03207,0.48192,0.56513,0.49549,0.3592,1.01526,1.50214,1.0673,0.00134794,0.00134794,0.00134794
31,229.79,1.00981,1.17021,1.0143,0.4425,0.6064,0.49533,0.35905,1.03356,1.38186,1.06799,0.00133693,0.00133693,0.00133693
32,237.224,1.07193,1.19204,1.04531,0.49043,0.52378,0.50126,0.37274,0.99107,1.3724,1.03292,0.00132593,0.00132593,0.00132593
33,244.652,0.98032,1.11299,1.01555,0.52915,0.51929,0.51568,0.37106,1.01099,1.37491,1.05429,0.00131493,0.00131493,0.00131493
34,252.417,0.98147,1.10121,1.00537,0.51729,0.45731,0.45827,0.33398,1.06706,1.69921,1.08478,0.00130393,0.00130393,0.00130393
35,259.724,0.98031,1.09011,1.01948,0.50977,0.53541,0.4987,0.34773,1.05774,1.59602,1.07799,0.00129293,0.00129293,0.00129293
36,266.941,1.0356,1.1566,1.02465,0.3976,0.63723,0.50406,0.3709,1.00866,1.62321,1.05668,0.00128192,0.00128192,0.00128192
37,274.481,0.97969,1.07917,1.00668,0.39119,0.61125,0.47922,0.35324,1.02507,1.63587,1.05363,0.00127092,0.00127092,0.00127092
38,281.999,0.98618,1.08245,1.00795,0.44503,0.61994,0.51501,0.36647,1.00454,1.39859,1.05318,0.00125992,0.00125992,0.00125992
39,289.215,0.96997,1.04688,1.00724,0.52315,0.50893,0.52833,0.3834,1.02288,1.38419,1.07178,0.00124892,0.00124892,0.00124892
40,296.522,0.99063,1.08363,1.00804,0.41699,0.67255,0.52234,0.37436,0.9884,1.46449,1.05258,0.00123791,0.00123791,0.00123791
41,303.879,0.96109,1.06506,0.99635,0.45956,0.59714,0.48274,0.36696,0.97481,1.39741,1.03613,0.00122691,0.00122691,0.00122691
42,311.241,0.95601,1.05482,1.00519,0.47635,0.5102,0.47934,0.32432,1.09875,1.48447,1.10663,0.00121591,0.00121591,0.00121591
43,318.709,0.97217,1.05377,1.00574,0.44316,0.57809,0.48294,0.36,1.00305,1.54888,1.05287,0.00120491,0.00120491,0.00120491
44,326.787,0.99659,1.05233,1.01045,0.44655,0.62241,0.52103,0.38875,0.98124,1.32629,1.04969,0.00119391,0.00119391,0.00119391
45,335.321,0.96449,1.04203,0.99835,0.45544,0.61041,0.49378,0.36072,1.05683,1.36411,1.08282,0.0011829,0.0011829,0.0011829
46,343.976,0.95596,1.05598,0.99299,0.41936,0.60184,0.47366,0.33737,1.02611,1.55415,1.06346,0.0011719,0.0011719,0.0011719
47,351.338,0.95609,1.02629,0.99943,0.44024,0.58088,0.45065,0.31301,1.07887,1.51963,1.1001,0.0011609,0.0011609,0.0011609
48,358.474,0.95694,1.00631,0.99812,0.43252,0.65717,0.50331,0.38085,0.98432,1.35611,1.04357,0.0011499,0.0011499,0.0011499
49,365.98,0.97402,1.00966,0.99392,0.47435,0.60623,0.5176,0.38424,1.00408,1.35266,1.0615,0.00113889,0.00113889,0.00113889
50,373.647,0.9508,0.99169,0.98852,0.50831,0.51453,0.51435,0.38117,0.9797,1.42591,1.03656,0.00112789,0.00112789,0.00112789
51,384.872,0.94529,0.99846,0.98049,0.46345,0.60385,0.504,0.3689,0.98402,1.38686,1.04616,0.00111689,0.00111689,0.00111689
52,392.576,0.93215,0.99877,0.98253,0.51112,0.52036,0.51452,0.36491,1.03867,1.40329,1.09344,0.00110589,0.00110589,0.00110589
53,400.428,0.92493,0.97835,0.98492,0.54224,0.52271,0.49653,0.37441,0.94927,1.39944,1.02281,0.00109489,0.00109489,0.00109489
54,408.322,0.9197,0.95763,0.97931,0.44818,0.63833,0.52454,0.38151,0.99465,1.49409,1.04911,0.00108388,0.00108388,0.00108388
55,416.01,0.9134,0.97146,0.97576,0.53349,0.56472,0.54656,0.39846,0.99799,1.35527,1.05737,0.00107288,0.00107288,0.00107288
56,423.718,0.90181,0.93511,0.9734,0.44106,0.48617,0.43721,0.31244,1.08913,1.73328,1.11498,0.00106188,0.00106188,0.00106188
57,431.107,0.91505,0.90788,0.97721,0.58615,0.54505,0.58146,0.41718,1.01407,1.31531,1.0647,0.00105088,0.00105088,0.00105088
58,438.604,0.90865,0.91546,0.9615,0.51303,0.54628,0.50797,0.37711,0.98459,1.46595,1.03707,0.00103987,0.00103987,0.00103987
59,446.052,0.91577,0.93346,0.97707,0.48651,0.58805,0.53304,0.38132,1.02576,1.4095,1.0615,0.00102887,0.00102887,0.00102887
60,453.309,0.89113,0.88618,0.96947,0.48793,0.52118,0.49454,0.36077,1.03198,1.78912,1.07016,0.00101787,0.00101787,0.00101787
61,460.76,0.92945,0.91438,0.99039,0.47463,0.59708,0.53475,0.39004,0.99302,1.43848,1.04895,0.00100687,0.00100687,0.00100687
62,467.73,0.88588,0.90479,0.97009,0.55028,0.53297,0.5381,0.39479,1.00437,1.35137,1.03821,0.000995866,0.000995866,0.000995866
63,474.978,0.9144,0.91761,0.97664,0.54475,0.56636,0.55151,0.40958,0.99402,1.34662,1.04777,0.000984864,0.000984864,0.000984864
64,482.147,0.90655,0.8796,0.97536,0.42802,0.61369,0.51871,0.38064,1.00446,1.60723,1.05961,0.000973861,0.000973861,0.000973861
65,489.437,0.884,0.88718,0.96753,0.50239,0.59752,0.54207,0.40055,0.97619,1.33736,1.03827,0.000962859,0.000962859,0.000962859
66,496.995,0.9075,0.87052,0.96606,0.48384,0.57329,0.52758,0.38248,1.04464,1.41801,1.07389,0.000951857,0.000951857,0.000951857
67,504.386,0.88516,0.86587,0.96557,0.49892,0.62566,0.53396,0.38975,1.01397,1.31,1.04235,0.000940855,0.000940855,0.000940855
68,511.87,0.90762,0.86165,0.97265,0.5423,0.50807,0.47908,0.3517,1.00117,1.57689,1.06399,0.000929853,0.000929853,0.000929853
69,519.129,0.8896,0.85822,0.96653,0.47209,0.63157,0.54004,0.39309,0.99181,1.42815,1.04897,0.00091885,0.00091885,0.00091885
70,526.28,0.88219,0.82877,0.95874,0.48806,0.67395,0.55209,0.39682,1.01515,1.33571,1.0825,0.000907848,0.000907848,0.000907848
71,533.669,0.88677,0.84867,0.96635,0.5343,0.53623,0.5299,0.38124,0.98633,1.43274,1.04968,0.000896846,0.000896846,0.000896846
72,541.236,0.88528,0.86485,0.9708,0.45908,0.65995,0.51655,0.37713,1.01607,1.41532,1.06429,0.000885844,0.000885844,0.000885844
73,548.529,0.8824,0.83594,0.96113,0.45582,0.62146,0.52233,0.37669,1.02019,1.47831,1.07507,0.000874842,0.000874842,0.000874842
74,555.815,0.88712,0.84684,0.96713,0.53593,0.51526,0.51093,0.37391,1.04231,1.49861,1.07065,0.000863839,0.000863839,0.000863839
75,562.97,0.86739,0.84148,0.95643,0.48971,0.53143,0.49286,0.35966,1.06329,1.54089,1.06788,0.000852837,0.000852837,0.000852837
76,570.133,0.84486,0.81448,0.94733,0.52732,0.56213,0.51161,0.37182,1.03625,1.44066,1.09027,0.000841835,0.000841835,0.000841835
77,577.813,0.87684,0.8189,0.96079,0.5995,0.51669,0.53847,0.39346,1.00138,1.43767,1.0616,0.000830833,0.000830833,0.000830833
78,585.234,0.88578,0.84791,0.96328,0.46796,0.61406,0.53843,0.38653,1.01207,1.37296,1.06081,0.000819831,0.000819831,0.000819831
79,592.398,0.86258,0.82305,0.9625,0.54443,0.5642,0.56443,0.4074,1.00974,1.43029,1.04446,0.000808828,0.000808828,0.000808828
80,599.782,0.86082,0.79419,0.94965,0.48253,0.63215,0.53063,0.39156,1.00519,1.43184,1.05722,0.000797826,0.000797826,0.000797826
81,607.25,0.84642,0.81436,0.95271,0.50035,0.5917,0.53945,0.39053,1.00835,1.45597,1.05306,0.000786824,0.000786824,0.000786824
82,614.594,0.86295,0.78946,0.95215,0.5552,0.51338,0.52374,0.37288,1.02415,1.39254,1.07083,0.000775822,0.000775822,0.000775822
83,621.942,0.85583,0.77792,0.95394,0.53065,0.55611,0.5268,0.37191,1.00615,1.47597,1.07072,0.00076482,0.00076482,0.00076482
84,629.488,0.83175,0.78534,0.94567,0.49174,0.56352,0.49404,0.35087,1.0347,1.49277,1.09669,0.000753817,0.000753817,0.000753817
85,637.007,0.86383,0.76559,0.94993,0.4932,0.59712,0.52401,0.3851,1.02904,1.37945,1.07454,0.000742815,0.000742815,0.000742815
86,644.472,0.86402,0.79255,0.95833,0.51728,0.56673,0.52876,0.38169,1.02552,1.51442,1.08011,0.000731813,0.000731813,0.000731813
87,651.545,0.82408,0.76414,0.94273,0.51898,0.55625,0.51566,0.37904,1.03501,1.62887,1.07731,0.000720811,0.000720811,0.000720811
