epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,147.969,1.17642,1.32937,1.1223,0.47979,0.5475,0.48624,0.33334,1.12338,1.66385,1.12507,0.00153497,0.00153497,0.00153497
14,158.657,1.16239,1.27938,1.12057,0.49245,0.58681,0.5179,0.35248,1.09491,1.4509,1.11272,0.00152397,0.00152397,0.00152397
15,170.017,1.16257,1.30636,1.11972,0.53118,0.56682,0.53101,0.34766,1.08145,1.34899,1.09746,0.00151297,0.00151297,0.00151297
16,181.142,1.16279,1.2821,1.11389,0.42457,0.41408,0.36025,0.21847,1.23806,2.07249,1.20754,0.00150197,0.00150197,0.00150197
17,191.939,1.15513,1.26582,1.1067,0.3854,0.48717,0.38691,0.24606,1.27605,1.62528,1.21046,0.00149096,0.00149096,0.00149096
18,202.878,1.14687,1.22538,1.09933,0.4559,0.54365,0.45611,0.3101,1.1012,1.48638,1.12471,0.00147996,0.00147996,0.00147996
19,214.198,1.1411,1.24968,1.09819,0.54769,0.58259,0.54483,0.37101,1.04815,1.64839,1.09619,0.00146896,0.00146896,0.00146896
20,225.177,1.13938,1.24162,1.10219,0.51438,0.58496,0.55746,0.3777,1.04573,1.32775,1.10078,0.00145796,0.00145796,0.00145796
21,236.133,1.14968,1.25423,1.10379,0.47955,0.55497,0.51809,0.37461,1.02019,1.37408,1.06711,0.00144696,0.00144696,0.00144696
22,247.027,1.11986,1.17795,1.09528,0.48748,0.5894,0.52152,0.36246,1.0428,1.37817,1.07757,0.00143595,0.00143595,0.00143595
23,257.641,1.11857,1.18824,1.09791,0.51151,0.6461,0.55586,0.38067,1.03378,1.53611,1.08123,0.00142495,0.00142495,0.00142495
24,268.956,1.13593,1.20348,1.09491,0.40253,0.65367,0.49588,0.34077,1.07853,1.73671,1.09095,0.00141395,0.00141395,0.00141395
25,280.207,1.1216,1.17714,1.08632,0.43321,0.59586,0.49943,0.33719,1.05647,1.37948,1.08399,0.00140295,0.00140295,0.00140295
26,291.208,1.10388,1.17912,1.08625,0.49108,0.54152,0.50178,0.33829,1.04372,1.38764,1.08796,0.00139195,0.00139195,0.00139195
27,303.57,1.12406,1.16682,1.08839,0.51926,0.55985,0.54425,0.3694,1.08443,1.31522,1.09502,0.00138094,0.00138094,0.00138094
28,315.976,1.09478,1.14049,1.0852,0.42865,0.61196,0.52253,0.37646,0.99851,1.40801,1.06188,0.00136994,0.00136994,0.00136994
29,326.968,1.10094,1.14175,1.07713,0.5335,0.57809,0.54937,0.38624,1.04084,1.2945,1.07693,0.00135894,0.00135894,0.00135894
30,338.862,1.0963,1.11614,1.07955,0.52688,0.59743,0.54721,0.37979,1.02663,1.36446,1.08045,0.00134794,0.00134794,0.00134794
31,353.945,1.09925,1.13924,1.07551,0.5256,0.59719,0.57976,0.4024,1.02214,1.24757,1.07244,0.00133693,0.00133693,0.00133693
32,365.791,1.10824,1.12017,1.08002,0.46875,0.59249,0.45969,0.30964,1.03549,1.48968,1.08372,0.00132593,0.00132593,0.00132593
33,377.669,1.08185,1.13409,1.07203,0.50791,0.5601,0.49858,0.34711,1.04562,1.4387,1.08865,0.00131493,0.00131493,0.00131493
34,388.575,1.07512,1.12163,1.06887,0.50422,0.63461,0.54708,0.37342,1.01371,1.47732,1.07031,0.00130393,0.00130393,0.00130393
35,399.797,1.08414,1.11129,1.06267,0.47478,0.64391,0.54099,0.37979,1.00412,1.31344,1.03972,0.00129293,0.00129293,0.00129293
36,410.646,1.03802,1.08088,1.05916,0.54013,0.64248,0.5953,0.41198,1.02529,1.2012,1.06769,0.00128192,0.00128192,0.00128192
37,421.562,1.06091,1.0644,1.06377,0.52922,0.62088,0.57942,0.39583,1.04713,1.23236,1.09273,0.00127092,0.00127092,0.00127092
38,432.725,1.075,1.05563,1.06656,0.60462,0.55227,0.58421,0.40816,1.00132,1.24889,1.05431,0.00125992,0.00125992,0.00125992
39,444.082,1.04434,1.04588,1.05423,0.49405,0.61835,0.56729,0.39389,1.03249,1.31357,1.07188,0.00124892,0.00124892,0.00124892
40,455.242,1.06572,1.03314,1.06265,0.51106,0.63347,0.5694,0.3976,1.01334,1.18962,1.05894,0.00123791,0.00123791,0.00123791
41,466.388,1.06274,1.05483,1.06518,0.48241,0.58156,0.49906,0.34755,1.00887,1.3563,1.06832,0.00122691,0.00122691,0.00122691
42,477.495,1.04953,1.03468,1.05272,0.54231,0.53006,0.54635,0.37836,1.04309,1.35136,1.08255,0.00121591,0.00121591,0.00121591
43,488.463,1.04207,1.01951,1.05572,0.51876,0.58186,0.53248,0.37121,1.03027,1.3372,1.08518,0.00120491,0.00120491,0.00120491
44,499.239,1.03376,1.01408,1.05448,0.48088,0.59703,0.54312,0.38989,1.00698,1.22576,1.06656,0.00119391,0.00119391,0.00119391
45,510.399,1.04548,1.03076,1.05425,0.49634,0.61651,0.56567,0.40031,0.99172,1.24324,1.0517,0.0011829,0.0011829,0.0011829
46,521.316,1.05263,1.03754,1.04951,0.56514,0.61927,0.57167,0.39448,1.0013,1.24914,1.05876,0.0011719,0.0011719,0.0011719
47,532.223,1.03565,1.01566,1.04278,0.55407,0.60548,0.58017,0.40393,0.99528,1.21804,1.05827,0.0011609,0.0011609,0.0011609
48,542.98,1.02415,1.00031,1.04699,0.4759,0.58964,0.52923,0.36078,1.06986,1.38062,1.09008,0.0011499,0.0011499,0.0011499
49,553.941,1.02736,0.99161,1.03235,0.58234,0.60272,0.59546,0.4107,1.0202,1.18273,1.06829,0.00113889,0.00113889,0.00113889
50,564.946,1.00657,0.98901,1.0428,0.52239,0.62499,0.57546,0.40884,1.02604,1.2014,1.07376,0.00112789,0.00112789,0.00112789
51,576.057,1.04208,0.97989,1.04641,0.58957,0.5673,0.5742,0.39259,1.02848,1.22177,1.08396,0.00111689,0.00111689,0.00111689
52,586.59,1.02263,0.98523,1.03995,0.57594,0.60743,0.59624,0.42054,0.9962,1.19084,1.0636,0.00110589,0.00110589,0.00110589
53,597.695,1.02343,0.97741,1.04716,0.53424,0.58512,0.57637,0.40945,0.9882,1.20841,1.05849,0.00109489,0.00109489,0.00109489
54,609.141,1.01799,0.97338,1.03882,0.55552,0.57726,0.57615,0.40459,1.02995,1.1981,1.07845,0.00108388,0.00108388,0.00108388
55,620.034,1.00134,0.98139,1.03251,0.51007,0.5886,0.54765,0.37332,1.01999,1.31105,1.07668,0.00107288,0.00107288,0.00107288
56,630.861,1.017,0.96625,1.02746,0.54452,0.57578,0.57882,0.40506,1.01416,1.18974,1.07281,0.00106188,0.00106188,0.00106188
57,641.805,1.00686,0.95204,1.03021,0.50389,0.62783,0.56938,0.39434,1.03462,1.28886,1.0889,0.00105088,0.00105088,0.00105088
58,652.787,1.01709,0.95448,1.03543,0.6018,0.5389,0.57411,0.40551,1.00084,1.19269,1.05639,0.00103987,0.00103987,0.00103987
59,663.808,1.00092,0.92916,1.03426,0.56988,0.62693,0.60217,0.41955,1.00171,1.1913,1.05462,0.00102887,0.00102887,0.00102887
60,674.357,0.98667,0.93086,1.02318,0.49072,0.59874,0.57618,0.41119,0.97649,1.29363,1.05135,0.00101787,0.00101787,0.00101787
61,685.49,0.98859,0.91565,1.02502,0.58103,0.57992,0.57997,0.40847,1.01624,1.19226,1.06862,0.00100687,0.00100687,0.00100687
62,696.519,0.96964,0.92629,1.02662,0.54558,0.60099,0.58226,0.406,0.98817,1.19416,1.06188,0.000995866,0.000995866,0.000995866
63,707.611,0.97703,0.92715,1.02606,0.55556,0.62991,0.59075,0.41365,0.99503,1.23358,1.05538,0.000984864,0.000984864,0.000984864
64,718.476,0.98219,0.91125,1.01782,0.55905,0.5576,0.53533,0.37659,1.01507,1.3081,1.0734,0.000973861,0.000973861,0.000973861
65,729.883,0.97873,0.8963,1.01739,0.50796,0.59077,0.54329,0.3761,1.04009,1.25013,1.08389,0.000962859,0.000962859,0.000962859
66,740.885,0.9868,0.8989,1.01982,0.5508,0.6202,0.58792,0.41407,1.00428,1.28134,1.06898,0.000951857,0.000951857,0.000951857
67,751.834,0.96282,0.87512,1.01531,0.57214,0.64473,0.60888,0.42439,0.99631,1.1678,1.06321,0.000940855,0.000940855,0.000940855
68,762.468,0.97314,0.87752,1.01825,0.57787,0.59966,0.6095,0.43433,0.99856,1.15942,1.05896,0.000929853,0.000929853,0.000929853
69,773.713,0.96071,0.85984,1.01251,0.56326,0.59813,0.59299,0.41633,1.00274,1.23389,1.05839,0.00091885,0.00091885,0.00091885
70,784.676,0.97091,0.86239,1.01533,0.57042,0.58094,0.57443,0.40863,1.00814,1.1757,1.06796,0.000907848,0.000907848,0.000907848
71,795.666,0.96296,0.87376,1.01598,0.56354,0.62873,0.60144,0.41554,1.01261,1.15188,1.07039,0.000896846,0.000896846,0.000896846
72,806.533,0.95791,0.86191,1.01354,0.52,0.59124,0.55838,0.39531,1.04255,1.25349,1.09163,0.000885844,0.000885844,0.000885844
73,817.558,0.95213,0.84279,1.01314,0.57551,0.60657,0.60451,0.42275,1.00103,1.16849,1.06813,0.000874842,0.000874842,0.000874842
74,828.575,0.97377,0.85173,1.01515,0.54259,0.56052,0.57121,0.40794,1.01028,1.18857,1.06666,0.000863839,0.000863839,0.000863839
75,839.734,0.95746,0.82836,1.00842,0.60542,0.54009,0.59251,0.41321,1.00822,1.20299,1.06683,0.000852837,0.000852837,0.000852837
76,850.489,0.94827,0.82262,1.00632,0.57391,0.58622,0.58759,0.41843,1.00332,1.16534,1.06172,0.000841835,0.000841835,0.000841835
77,861.236,0.93835,0.84433,1.0001,0.55318,0.64351,0.5915,0.4167,1.01667,1.16452,1.07214,0.000830833,0.000830833,0.000830833
78,872.111,0.95571,0.83361,1.00162,0.52963,0.63366,0.5979,0.43402,0.9859,1.1714,1.05428,0.000819831,0.000819831,0.000819831
79,883.448,0.93869,0.80776,0.99731,0.49631,0.66424,0.57106,0.40553,1.00093,1.22249,1.06251,0.000808828,0.000808828,0.000808828
80,895.535,0.95243,0.82613,1.01006,0.54658,0.58674,0.58695,0.41488,0.99941,1.18816,1.04958,0.000797826,0.000797826,0.000797826
81,906.645,0.94983,0.82921,1.00251,0.54865,0.6176,0.58349,0.41542,1.00259,1.18773,1.05191,0.000786824,0.000786824,0.000786824
82,921.085,0.93675,0.8195,0.99775,0.52644,0.62732,0.58031,0.41066,1.00733,1.17652,1.05577,0.000775822,0.000775822,0.000775822
83,932.682,0.92863,0.82006,0.99133,0.55288,0.60232,0.571,0.40923,1.00607,1.24262,1.06903,0.00076482,0.00076482,0.00076482
84,944.261,0.925,0.80506,0.99831,0.57591,0.58925,0.58819,0.41101,1.01,1.17894,1.07523,0.000753817,0.000753817,0.000753817
85,956.27,0.92786,0.80872,0.99752,0.55116,0.62423,0.57831,0.41532,1.00788,1.18935,1.0756,0.000742815,0.000742815,0.000742815
86,967.148,0.92467,0.80171,0.99673,0.5861,0.61666,0.59556,0.4205,1.0204,1.18335,1.07371,0.000731813,0.000731813,0.000731813
87,978.29,0.92416,0.79892,0.99259,0.58577,0.55791,0.59281,0.41957,0.98951,1.14416,1.05736,0.000720811,0.000720811,0.000720811
88,989.626,0.91706,0.78324,0.99885,0.49611,0.6164,0.56141,0.40367,0.99083,1.24486,1.06716,0.000709809,0.000709809,0.000709809
89,1000.61,0.91662,0.78928,0.98163,0.59295,0.58643,0.5838,0.41677,1.00135,1.20852,1.07601,0.000698806,0.000698806,0.000698806
90,1011.78,0.9229,0.76921,0.99287,0.55592,0.59834,0.5718,0.40228,1.02206,1.22294,1.07884,0.000687804,0.000687804,0.000687804
91,1022.7,0.90435,0.78123,0.98753,0.54844,0.6013,0.57548,0.41017,1.00313,1.19348,1.0656,0.000676802,0.000676802,0.000676802
92,1033.67,0.91629,0.76637,0.98619,0.58404,0.59498,0.59184,0.41712,1.00652,1.21462,1.05695,0.0006658,0.0006658,0.0006658
93,1044.48,0.92004,0.76731,0.99257,0.52014,0.65462,0.57008,0.41693,0.97974,1.18841,1.05065,0.000654798,0.000654798,0.000654798
94,1055.62,0.91589,0.77174,0.98677,0.54631,0.60937,0.5675,0.40757,0.99531,1.25053,1.06249,0.000643795,0.000643795,0.000643795
95,1066.67,0.9104,0.75027,0.98633,0.54048,0.6022,0.58645,0.41731,1.00891,1.24281,1.06721,0.000632793,0.000632793,0.000632793
96,1077.67,0.89594,0.74701,0.97686,0.60304,0.60318,0.59122,0.41395,1.02363,1.26095,1.08718,0.000621791,0.000621791,0.000621791
97,1088.63,0.90037,0.73425,0.98271,0.56133,0.60695,0.57435,0.41083,1.00017,1.28966,1.06866,0.000610789,0.000610789,0.000610789
98,1099.68,0.90728,0.74327,0.98672,0.56576,0.62473,0.58959,0.4164,1.00607,1.18939,1.06094,0.000599787,0.000599787,0.000599787
