epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,174.965,1.08004,1.30265,1.06153,0.41721,0.53398,0.45562,0.32327,1.06552,1.46239,1.07149,0.00145796,0.00145796,0.00145796
21,183.081,1.07785,1.29975,1.05344,0.32653,0.50912,0.42639,0.31601,1.02393,1.94481,1.07707,0.00144696,0.00144696,0.00144696
22,190.733,1.05753,1.26251,1.04893,0.37456,0.52916,0.43179,0.31849,1.02292,1.80511,1.07518,0.00143595,0.00143595,0.00143595
23,198.338,1.04228,1.22063,1.05155,0.48088,0.54499,0.49691,0.36261,1.02172,1.44512,1.07227,0.00142495,0.00142495,0.00142495
24,205.871,1.0414,1.24954,1.04372,0.42594,0.60982,0.48301,0.3551,1.01624,1.60714,1.07725,0.00141395,0.00141395,0.00141395
25,213.209,1.04925,1.22448,1.03638,0.45881,0.54425,0.47972,0.35389,1.00747,1.55681,1.06604,0.00140295,0.00140295,0.00140295
26,220.621,1.03716,1.211,1.03954,0.47084,0.57583,0.49688,0.35951,1.01572,1.4146,1.05573,0.00139195,0.00139195,0.00139195
27,227.975,1.05564,1.23814,1.03133,0.47849,0.52123,0.44306,0.30828,1.00277,1.80601,1.05737,0.00138094,0.00138094,0.00138094
28,235.236,1.00444,1.2086,1.03137,0.3944,0.59873,0.43789,0.30551,1.05262,1.53299,1.06003,0.00136994,0.00136994,0.00136994
29,242.556,1.06107,1.21483,1.03956,0.49817,0.55607,0.49827,0.3521,1.05987,1.53861,1.09663,0.00135894,0.00135894,0.00135894
30,249.846,1.00557,1.19136,1.0355,0.51069,0.52017,0.49045,0.34672,1.03869,1.54369,1.05637,0.00134794,0.00134794,0.00134794
31,257.338,1.02956,1.17706,1.02598,0.43291,0.5938,0.49241,0.3548,1.03257,1.49264,1.0677,0.00133693,0.00133693,0.00133693
32,264.765,1.05221,1.1767,1.03485,0.4967,0.50339,0.49058,0.35271,1.03522,1.45474,1.0429,0.00132593,0.00132593,0.00132593
33,272.588,0.99926,1.12662,1.02382,0.42186,0.50014,0.45042,0.32555,1.02353,1.51417,1.06882,0.00131493,0.00131493,0.00131493
34,280.368,0.98672,1.09549,1.00487,0.53146,0.51787,0.50772,0.36218,1.01592,1.48871,1.05284,0.00130393,0.00130393,0.00130393
35,288.583,0.97801,1.09249,1.01371,0.42593,0.58799,0.49306,0.3433,1.02776,1.44303,1.0713,0.00129293,0.00129293,0.00129293
36,296.488,1.03007,1.13816,1.02443,0.45309,0.54806,0.49754,0.36342,1.01809,1.45049,1.06236,0.00128192,0.00128192,0.00128192
37,306.728,0.97774,1.06969,1.0058,0.3781,0.58734,0.46722,0.34994,1.02238,1.70153,1.06962,0.00127092,0.00127092,0.00127092
38,315.852,0.9943,1.08253,1.00744,0.46244,0.60476,0.52725,0.37405,1.01952,1.41199,1.06006,0.00125992,0.00125992,0.00125992
39,323.892,0.95186,1.03395,1.00444,0.51783,0.47176,0.46667,0.34837,1.03868,1.54421,1.06885,0.00124892,0.00124892,0.00124892
40,331.953,0.99882,1.08397,1.01278,0.35912,0.65372,0.48931,0.36491,0.99775,1.82717,1.06491,0.00123791,0.00123791,0.00123791
41,340.715,0.95857,1.07445,0.99657,0.44643,0.6011,0.51273,0.36664,1.02238,1.38676,1.06541,0.00122691,0.00122691,0.00122691
42,350.059,0.95429,1.05483,1.003,0.49208,0.62649,0.5464,0.37837,1.01786,1.34248,1.05482,0.00121591,0.00121591,0.00121591
43,358.477,0.98271,1.04539,1.00731,0.47682,0.58452,0.50648,0.36438,1.00878,1.4893,1.05062,0.00120491,0.00120491,0.00120491
44,366.515,0.99914,1.0336,1.00909,0.47469,0.58193,0.52381,0.38278,1.00652,1.48309,1.05362,0.00119391,0.00119391,0.00119391
45,374.555,0.96427,1.04368,0.99807,0.41997,0.57994,0.46909,0.34172,1.07075,1.51659,1.09712,0.0011829,0.0011829,0.0011829
46,382.646,0.9544,1.03371,0.99487,0.48765,0.54552,0.47908,0.33956,1.02197,1.59729,1.06054,0.0011719,0.0011719,0.0011719
47,390.176,0.95693,1.01268,0.99758,0.47124,0.50883,0.45101,0.33041,1.02927,1.705,1.06111,0.0011609,0.0011609,0.0011609
48,397.485,0.9625,1.00207,0.9976,0.48788,0.55217,0.50997,0.37922,1.00915,1.39259,1.05995,0.0011499,0.0011499,0.0011499
49,406.187,0.9673,0.99651,0.9899,0.54625,0.59974,0.53534,0.39305,0.97904,1.33646,1.04188,0.00113889,0.00113889,0.00113889
50,414.23,0.93943,0.98318,0.98665,0.44835,0.55604,0.45986,0.34127,1.01185,1.68778,1.05951,0.00112789,0.00112789,0.00112789
51,421.794,0.95424,1.01871,0.98356,0.55712,0.52965,0.52018,0.38017,0.99473,1.39287,1.04643,0.00111689,0.00111689,0.00111689
52,429.158,0.94458,1.02156,0.9859,0.55824,0.54558,0.55191,0.40437,0.96735,1.32388,1.03884,0.00110589,0.00110589,0.00110589
53,436.533,0.92552,0.95725,0.98665,0.56143,0.57679,0.55931,0.41459,0.97255,1.3237,1.02443,0.00109489,0.00109489,0.00109489
54,443.949,0.92615,0.96366,0.97996,0.48454,0.62122,0.5438,0.39944,0.97869,1.40538,1.03698,0.00108388,0.00108388,0.00108388
55,451.133,0.92645,0.97752,0.97888,0.50429,0.56785,0.5343,0.38669,0.98126,1.40349,1.03708,0.00107288,0.00107288,0.00107288
56,458.606,0.91055,0.93071,0.97333,0.52135,0.56101,0.54775,0.40162,0.96868,1.47411,1.02944,0.00106188,0.00106188,0.00106188
57,466.111,0.91453,0.92509,0.97389,0.54041,0.61322,0.59351,0.43583,0.95523,1.2464,1.02722,0.00105088,0.00105088,0.00105088
58,473.427,0.91465,0.91879,0.9656,0.57062,0.54119,0.53485,0.3958,0.96161,1.46727,1.03195,0.00103987,0.00103987,0.00103987
59,480.741,0.9073,0.92995,0.97604,0.52479,0.57948,0.5488,0.39144,0.96722,1.2915,1.04391,0.00102887,0.00102887,0.00102887
60,488.019,0.89842,0.91677,0.97265,0.51153,0.54997,0.48808,0.34891,0.98556,1.53655,1.05537,0.00101787,0.00101787,0.00101787
61,495.342,0.9234,0.9185,0.98783,0.47607,0.58542,0.51749,0.38068,0.98094,1.42341,1.05694,0.00100687,0.00100687,0.00100687
62,502.659,0.88094,0.89906,0.9651,0.52673,0.55121,0.52798,0.38549,0.9882,1.3448,1.04697,0.000995866,0.000995866,0.000995866
63,510.099,0.9173,0.90525,0.97622,0.50166,0.53407,0.52312,0.38227,0.99126,1.40735,1.04793,0.000984864,0.000984864,0.000984864
64,517.481,0.90937,0.8694,0.97962,0.51364,0.48534,0.51198,0.38701,0.97096,1.44359,1.04045,0.000973861,0.000973861,0.000973861
65,524.64,0.89535,0.897,0.97249,0.4674,0.60724,0.50981,0.37041,1.00978,1.44181,1.05981,0.000962859,0.000962859,0.000962859
66,532.192,0.90652,0.86111,0.96856,0.54783,0.53779,0.54138,0.38772,1.03053,1.46763,1.06649,0.000951857,0.000951857,0.000951857
67,539.575,0.89261,0.86385,0.97148,0.48706,0.61718,0.53253,0.38214,0.99206,1.38942,1.04928,0.000940855,0.000940855,0.000940855
68,546.985,0.91055,0.85076,0.97363,0.45391,0.55924,0.47238,0.35179,0.97448,1.65471,1.04822,0.000929853,0.000929853,0.000929853
69,554.508,0.88248,0.8544,0.9621,0.49603,0.63268,0.55472,0.4079,0.9715,1.4802,1.04756,0.00091885,0.00091885,0.00091885
70,561.853,0.88004,0.80982,0.95631,0.54423,0.51691,0.50743,0.37355,0.97697,1.42367,1.04647,0.000907848,0.000907848,0.000907848
71,569.462,0.89762,0.86764,0.9702,0.50527,0.60042,0.54299,0.39554,1.00735,1.35824,1.06191,0.000896846,0.000896846,0.000896846
72,576.736,0.87759,0.86582,0.96837,0.49913,0.63306,0.54423,0.39538,0.97389,1.31787,1.04394,0.000885844,0.000885844,0.000885844
73,583.816,0.89274,0.84432,0.96371,0.5316,0.49776,0.50721,0.36405,1.02349,1.49645,1.09087,0.000874842,0.000874842,0.000874842
74,591.439,0.87792,0.8322,0.96374,0.43126,0.63003,0.50581,0.35676,1.01546,1.44019,1.0728,0.000863839,0.000863839,0.000863839
75,598.863,0.8603,0.83239,0.95581,0.48643,0.59958,0.5162,0.36994,1.00936,1.4033,1.05535,0.000852837,0.000852837,0.000852837
76,606.036,0.85099,0.82651,0.95223,0.50311,0.55588,0.53206,0.38959,1.00125,1.44713,1.06023,0.000841835,0.000841835,0.000841835
77,613.431,0.87071,0.84169,0.95483,0.42196,0.65962,0.53954,0.40429,0.95863,1.39395,1.03273,0.000830833,0.000830833,0.000830833
78,620.962,0.89276,0.84878,0.96464,0.50467,0.57719,0.53479,0.39158,0.98793,1.46563,1.05362,0.000819831,0.000819831,0.000819831
79,628.252,0.85762,0.8189,0.96033,0.55129,0.57186,0.55249,0.40368,0.95803,1.401,1.03161,0.000808828,0.000808828,0.000808828
80,635.632,0.85483,0.7838,0.94886,0.56116,0.58207,0.58062,0.41456,1.00005,1.30357,1.06642,0.000797826,0.000797826,0.000797826
81,643.307,0.84952,0.79204,0.95222,0.46459,0.67171,0.54657,0.3992,0.99254,1.36486,1.06977,0.000786824,0.000786824,0.000786824
82,650.469,0.86498,0.77511,0.95304,0.48513,0.58206,0.53745,0.40197,0.96942,1.41985,1.04373,0.000775822,0.000775822,0.000775822
83,658.04,0.85409,0.76819,0.95266,0.46786,0.64873,0.54898,0.39815,1.01346,1.31046,1.08701,0.00076482,0.00076482,0.00076482
84,665.249,0.84303,0.77554,0.94873,0.50517,0.5488,0.52102,0.37693,1.02166,1.38726,1.07726,0.000753817,0.000753817,0.000753817
85,672.568,0.86472,0.76519,0.95156,0.51329,0.66775,0.58798,0.41855,1.00309,1.35963,1.06188,0.000742815,0.000742815,0.000742815
86,680.168,0.86317,0.79905,0.95683,0.51756,0.54909,0.54674,0.39525,0.98309,1.44958,1.05245,0.000731813,0.000731813,0.000731813
87,687.746,0.82912,0.74924,0.94219,0.59221,0.5372,0.55554,0.40614,0.98178,1.5145,1.05219,0.000720811,0.000720811,0.000720811
